Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood
874,40,RL,60,12144,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
875,50,RM,52,5720,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown
876,60,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst
877,20,RL,94,25286,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Mitchel
878,60,RL,74,8834,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt
879,85,RL,88,11782,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer
880,20,RL,0,7000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr
881,20,RL,60,7024,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
882,50,RL,44,13758,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber
883,60,RL,0,9636,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert
884,75,RL,60,6204,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU
885,20,RL,65,7150,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
886,120,FV,50,5119,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst
887,90,RL,70,8393,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes
888,50,RL,59,16466,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards
889,20,RL,95,15865,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,NAmes
890,20,RL,128,12160,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
891,50,RL,60,8064,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes
892,60,RL,70,11184,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer
893,20,RL,70,8414,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer
894,20,RL,0,13284,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer
895,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW
896,60,RL,71,7056,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
897,30,RM,50,8765,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR
898,90,RL,64,7018,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW
899,20,RL,100,12919,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt
900,20,RL,65,6993,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer
901,20,RL,0,7340,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes
902,20,RL,64,8712,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes
903,60,RL,63,7875,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert
904,20,RL,50,14859,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert
905,20,RL,0,6173,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer
906,20,RL,80,9920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
907,20,RL,116,13501,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst
908,50,RL,86,11500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor
909,20,RL,0,8885,Pave,NA,IR1,Low,AllPub,Inside,Mod,Mitchel
910,60,RL,149,12589,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert
911,90,RL,80,11600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes
912,20,RL,0,9286,Pave,NA,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr
913,30,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide
914,90,RH,82,6270,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Crawfor
915,160,FV,30,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst
916,160,RM,21,2001,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV
917,20,C (all),50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR
918,20,RL,0,17140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
919,60,RL,103,13125,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW
920,20,RL,87,11029,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes
921,60,RL,70,8462,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW
922,90,RL,67,8777,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
923,20,RL,65,10237,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert
924,120,RL,50,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW
925,20,RL,79,10240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
926,20,RL,0,15611,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes
927,60,RL,93,11999,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt
928,60,RL,0,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
929,20,RL,0,11838,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
930,60,RL,0,13006,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert
931,20,RL,73,8925,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber
932,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
933,20,RL,84,11670,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst
934,20,RL,63,8487,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr
935,20,RL,313,27650,Pave,NA,IR2,HLS,AllPub,Inside,Mod,NAmes
936,30,RL,52,5825,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide
937,20,RL,67,10083,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW
938,60,RL,75,9675,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst
939,60,RL,73,8760,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
940,70,RL,0,24090,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr
941,90,RL,55,12640,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel
942,60,RL,0,8755,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Gilbert
943,90,RL,42,7711,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards
944,90,RL,100,25000,Pave,NA,Reg,Low,AllPub,Inside,Gtl,Mitchel
945,20,RL,0,14375,Pave,NA,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber
946,50,RM,98,8820,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown
947,80,RL,70,8163,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
948,20,RL,85,14536,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber
949,60,RL,65,14006,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr
950,20,RL,78,9360,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
951,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
952,20,RH,60,7800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW
953,85,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
954,60,RL,0,11075,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel
955,90,RL,35,9400,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards
956,90,RH,82,7136,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Crawfor
957,160,RM,24,1300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste
958,20,RL,70,7420,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer
959,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
960,160,FV,24,2572,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst
961,20,RL,50,7207,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide
962,60,RL,0,12227,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes
963,160,RL,24,2308,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NPkVill
964,20,RL,122,11923,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr
965,60,RL,80,11316,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber
966,60,RL,65,10237,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert
967,50,RL,130,9600,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Crawfor
968,20,RL,0,7390,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes
969,50,RM,50,5925,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown
970,190,RL,75,10382,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
971,50,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
972,160,RL,36,2268,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt
973,120,RL,55,7892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW
974,20,FV,95,11639,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst
975,70,RL,60,11414,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,BrkSide
976,160,FV,0,2651,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst
977,30,RL,51,5900,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,BrkSide
978,120,FV,35,4274,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst
979,20,RL,68,9450,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Edwards
980,20,RL,80,8816,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer
981,85,RL,0,12122,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes
982,60,RL,98,12203,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge
983,20,RL,43,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn
984,60,RL,0,11250,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr
985,90,RL,75,10125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel
986,190,RL,68,10880,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
987,50,RM,59,5310,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown
988,20,RL,83,10159,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt
989,60,RL,0,12046,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes
990,60,FV,65,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst
991,60,RL,82,9452,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge
992,70,RM,121,17671,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown
993,60,RL,80,9760,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,NAmes
994,60,RL,68,8846,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
995,20,RL,96,12456,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NridgHt
996,50,RL,51,4712,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,BrkSide
997,20,RL,0,10659,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes
998,20,RL,0,11717,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes
999,30,RM,60,9786,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR
1000,20,RL,64,6762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1001,20,RL,74,10206,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards
1002,30,RL,60,5400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown
1003,20,RL,75,11957,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst
1004,90,RL,0,11500,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes
1005,120,RL,43,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn
1006,80,RL,65,8385,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1007,20,RL,0,12155,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,NAmes
1008,160,RM,21,2217,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV
1009,20,RL,43,12118,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel
1010,50,RL,60,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU
1011,50,RL,115,21286,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer
1012,90,RL,75,9825,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
1013,70,RL,55,10592,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor
1014,30,RM,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1015,20,RL,60,11664,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1016,60,RL,70,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
1017,20,RL,73,11883,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1018,120,RL,0,5814,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr
1019,80,RL,0,10784,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Gilbert
1020,120,RL,43,3013,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn
1021,20,RL,60,7024,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
1022,20,RL,64,7406,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1023,50,RM,52,9439,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1024,120,RL,43,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn
1025,20,RL,0,15498,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber
1026,20,RL,70,7700,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr
1027,20,RL,73,9300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1028,20,RL,71,9520,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber
1029,50,RL,79,9492,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1030,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale
1031,190,RH,0,7082,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU
1032,75,RL,102,15863,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU
1033,60,RL,0,14541,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge
1034,20,RL,0,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1035,30,RL,50,6305,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor
1036,20,RL,0,11500,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards
1037,20,RL,89,12898,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber
1038,60,RL,0,9240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1039,160,RM,21,1533,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV
1040,180,RM,21,1477,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV
1041,20,RL,88,13125,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer
1042,60,RL,0,9130,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
1043,120,RL,34,5381,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt
1044,60,RL,86,11839,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW
1045,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
1046,20,RL,0,13680,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards
1047,60,RL,85,16056,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr
1048,20,RL,57,9245,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr
1049,20,RL,100,21750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel
1050,20,RL,60,11100,Pave,NA,Reg,Low,AllPub,Inside,Gtl,Edwards
1051,20,RL,73,8993,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert
1052,20,RL,103,11175,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr
1053,60,RL,100,9500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes
1054,20,RL,68,8562,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Edwards
1055,60,RL,90,11367,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr
1056,20,RL,104,11361,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
1057,120,RL,43,7052,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt
1058,60,RL,0,29959,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge
1059,60,RL,96,11308,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt
1060,50,RL,0,11275,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor
1061,120,RL,41,4920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr
1062,30,C (all),120,18000,Grvl,NA,Reg,Low,AllPub,Inside,Gtl,IDOTRR
1063,190,RM,85,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1064,30,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1065,20,RL,0,11000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes
1066,60,RL,80,14000,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,ClearCr
1067,60,RL,59,7837,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert
1068,60,RL,80,9760,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,NAmes
1069,160,RM,42,3964,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV
1070,45,RL,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1071,20,RL,72,10152,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1072,60,RL,78,11700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
1073,50,RL,50,7585,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
1074,60,RL,75,7950,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Edwards
1075,20,RL,74,8556,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1076,70,RL,75,13125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor
1077,50,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1078,20,RL,0,15870,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes
1079,120,RM,37,4435,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1080,20,RL,65,8775,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1081,20,RL,80,11040,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
1082,20,RL,75,7500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer
1083,20,RL,70,8749,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1084,20,RL,80,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1085,60,RL,0,13031,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert
1086,85,RL,73,9069,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW
1087,160,RM,0,1974,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV
1088,60,FV,85,10574,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst
1089,160,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
1090,120,FV,37,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst
1091,90,RL,60,8544,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes
1092,160,FV,24,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst
1093,50,RL,60,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU
1094,20,RL,71,9230,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes
1095,20,RL,74,5868,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1096,20,RL,78,9317,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr
1097,70,RM,60,6882,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR
1098,120,RL,0,3696,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr
1099,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide
1100,20,RL,82,11880,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes
1101,30,RL,60,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU
1102,20,RL,61,9758,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes
1103,20,RL,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1104,20,RL,79,8910,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes
1105,160,RM,24,2016,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale
1106,60,RL,98,12256,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge
1107,20,RL,114,10357,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW
1108,60,RL,168,23257,Pave,NA,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert
1109,60,RL,0,8063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert
1110,20,RL,107,11362,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt
1111,60,RL,0,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert
1112,60,RL,80,10480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
1113,20,RL,73,7100,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes
1114,20,RL,66,8923,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1115,20,RL,90,5400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1116,20,RL,93,12085,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt
1117,80,RL,0,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert
1118,20,RL,57,9764,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Sawyer
1119,80,RL,85,13825,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer
1120,20,RL,70,7560,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1121,30,RM,59,8263,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,IDOTRR
1122,20,RL,84,10084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1123,20,RL,0,8926,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards
1124,20,RL,50,9405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
1125,80,RL,0,9125,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert
1126,20,RL,60,10434,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1127,120,RL,53,3684,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn
1128,20,RL,182,14572,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,Gilbert
1129,60,RL,59,11796,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert
1130,90,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1131,50,RL,65,7804,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU
1132,20,RL,63,10712,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel
1133,70,RM,90,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1134,60,RL,80,9828,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW
1135,60,RL,57,8773,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Gilbert
1136,30,RM,60,6180,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide
1137,50,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1138,50,RL,54,6342,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer
1139,20,RL,0,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel
1140,30,RL,98,8731,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide
1141,20,RL,60,7350,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes
1142,60,RL,0,10304,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes
1143,60,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr
1144,20,RL,0,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer
1145,190,RL,60,12180,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
1146,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide
1147,20,RL,0,11200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW
1148,70,RL,75,12000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor
1149,50,RM,0,5700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1150,70,RM,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown
1151,20,RL,57,8280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes
1152,20,RL,134,17755,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards
1153,20,RL,90,14115,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor
1154,30,RM,0,5890,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR
1155,60,RL,0,13700,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes
1156,20,RL,90,10768,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Veenker
1157,80,RL,85,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes
1158,120,RL,34,5001,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt
1159,20,RL,92,11932,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst
1160,60,RL,76,9120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes
1161,160,RL,24,2280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill
1162,20,RL,0,14778,Pave,NA,IR1,Low,AllPub,CulDSac,Gtl,Crawfor
